MIRNA	GENE	INPUT
cel-miR-1	phat-5	1
cel-miR-1	Y71F9AL.9	1
cel-miR-1	mup-2	1
cel-miR-1	F52C6.2	1
cel-miR-1	rskn-1	1
cel-miR-1	pdi-2	1
cel-miR-1	C27D6.4	1
cel-miR-1	noah-1	1
cel-miR-1	egl-8	1
cel-miR-1	C07A9.12	1
cel-miR-1	nhr-34	1
cel-miR-1	helicase	1
cel-miR-1	Thioredoxin	1
cel-miR-1	cpsf-3	1
cel-miR-1	rad-51	1
cel-miR-1	rab-19	1
cel-miR-1	T01E8.5	1
cel-miR-1	bar-1	1
cel-miR-1	C41D11.7	1
cel-miR-1	drh-1	1
cel-miR-1	drh-1	1
cel-miR-1	rab-7	1
cel-miR-1	H17B01.4	1
cel-miR-1	T21C9.3	1
cel-miR-1	C09D4.4	1
cel-miR-1	C09D4.4	1
cel-miR-1	C09D4.4	1
cel-miR-1	pptr-2	1
cel-miR-1	nlp-36	1
cel-miR-1	cht-1	1
cel-miR-1	lin-26	1
cel-miR-1	ttr-40	1
